date (day),average_score,date (week),average_score,date (month),average_score,date (year),average_score
2017-09-17,0.01896875,2021-12-21,-0.002519658119658119,,,,
2017-09-18,0.0179103825136612,2021-12-28,0.05142270861833106,,,,
2017-09-19,-0.05423502824858757,2022-01-04,0.014513281250000003,,,,
2017-09-20,0.06414942528735632,,,,,,
2017-09-21,0.040953588516746416,,,,,,
2017-09-22,-0.0045358078602620085,,,,,,
2017-09-23,0.011921111111111106,,,,,,
2017-09-24,-0.014467647058823528,,,,,,
2017-09-25,-0.016462345679012346,,,,,,
2017-09-26,-0.0019100000000000028,,,,,,
2017-09-27,0.041104054054054054,,,,,,
2017-09-28,0.028764220183486233,,,,,,
2017-09-29,-0.017276106194690263,,,,,,
2017-09-30,-0.020537037037037034,,,,,,
2017-10-01,-0.0033008849557522113,,,,,,
2017-10-02,-0.016805319148936168,,,,,,
2017-10-03,0.028621649484536084,,,,,,
2017-10-04,0.0370828125,,,,,,
2017-10-05,0.04974059829059829,,,,,,
2017-10-06,-0.011474439461883408,,,,,,
2017-10-07,-0.17188977272727274,,,,,,
2017-10-08,0.0012028846153846152,,,,,,
2017-10-09,0.012269871794871795,,,,,,
2017-10-10,0.015633333333333332,,,,,,
2017-10-11,0.047897474747474744,,,,,,
2017-10-12,0.145868,,,,,,
2017-10-13,0.01699354838709678,,,,,,
2017-10-14,0.002066666666666663,,,,,,
2017-10-15,-0.02001515151515151,,,,,,
2017-10-16,0.035417415730337076,,,,,,
2017-10-17,-0.042083625730994154,,,,,,
2017-10-18,0.062360126582278484,,,,,,
2017-10-19,0.017179069767441858,,,,,,
2017-10-20,0.037982211538461534,,,,,,
2017-10-21,-0.04095365853658536,,,,,,
2017-10-22,0.09813333333333335,,,,,,
2017-10-23,-0.02600184049079754,,,,,,
2017-10-24,0.07928324873096447,,,,,,
2017-10-25,-0.0021894999999999987,,,,,,
2017-10-26,0.0162457399103139,,,,,,
2017-10-27,0.015786818181818183,,,,,,
2017-10-28,-0.12421234567901233,,,,,,
2017-10-29,0.02115529411764706,,,,,,
2017-10-30,-0.12023056994818652,,,,,,
2017-10-31,-0.0419320197044335,,,,,,
2017-11-01,-0.021332142857142862,,,,,,
2017-11-02,0.014488362068965517,,,,,,
2017-11-03,0.031878969957081546,,,,,,
2017-11-04,-0.11156179775280899,,,,,,
2017-11-05,0.09306363636363636,,,,,,
2017-11-06,-0.0045261146496815285,,,,,,
2017-11-07,0.043530687830687836,,,,,,
2017-11-08,0.032733027522935776,,,,,,
2017-11-09,-0.020504784688995213,,,,,,
2017-11-10,0.03348279069767442,,,,,,
2017-11-11,-0.06131086956521739,,,,,,
2017-11-12,0.006655263157894737,,,,,,
2017-11-13,0.02425595238095238,,,,,,
2017-11-14,0.025822222222222222,,,,,,
2017-11-15,0.0088933014354067,,,,,,
2017-11-16,0.05731447963800906,,,,,,
2017-11-17,0.05232374429223744,,,,,,
2017-11-18,-0.12495,,,,,,
2017-11-19,0.02634814814814815,,,,,,
2017-11-20,0.012108387096774193,,,,,,
2017-11-21,-0.0407904255319149,,,,,,
2017-11-22,0.0681925925925926,,,,,,
2017-11-23,0.14385154639175257,,,,,,
2017-11-24,0.056483200000000004,,,,,,
2017-11-25,-0.11632352941176471,,,,,,
2017-11-26,-0.006578082191780815,,,,,,
2017-11-27,0.07434264705882353,,,,,,
2017-11-28,-0.05786931818181818,,,,,,
2017-11-29,0.06275625,,,,,,
2017-11-30,0.008674999999999999,,,,,,
2017-12-01,0.07640162601626016,,,,,,
2017-12-02,-0.01829255319148936,,,,,,
2017-12-03,0.018416666666666668,,,,,,
2017-12-04,-0.04780481927710843,,,,,,
2017-12-05,0.04655721649484536,,,,,,
2017-12-06,0.09654837209302325,,,,,,
2017-12-07,0.0039028436018957342,,,,,,
2017-12-08,-0.02139144144144144,,,,,,
2017-12-09,-0.03414105263157895,,,,,,
2017-12-10,-0.06779759036144578,,,,,,
2017-12-11,-0.0034980132450331105,,,,,,
2017-12-12,-0.08169597701149425,,,,,,
2017-12-13,0.03355432692307692,,,,,,
2017-12-14,0.07041435406698564,,,,,,
2017-12-15,0.02296969696969697,,,,,,
2017-12-16,0.11491799999999999,,,,,,
2017-12-17,0.010417105263157889,,,,,,
2017-12-18,0.014056338028169016,,,,,,
2017-12-19,0.042768421052631574,,,,,,
2017-12-20,-0.022884408602150536,,,,,,
2017-12-21,0.02223756345177665,,,,,,
2017-12-22,0.0712520202020202,,,,,,
2017-12-23,0.008849275362318842,,,,,,
2017-12-24,-0.008754098360655745,,,,,,
2017-12-25,-0.05302794117647059,,,,,,
2017-12-26,0.0633206611570248,,,,,,
2017-12-27,0.03154285714285714,,,,,,
2017-12-28,0.07020537634408602,,,,,,
2017-12-29,0.01682828947368421,,,,,,
2017-12-30,0.0423948051948052,,,,,,
2017-12-31,-0.06643064516129032,,,,,,
2018-01-01,0.04362268041237114,,,,,,
2018-01-02,-0.005152499999999998,,,,,,
2018-01-03,-0.024384795321637422,,,,,,
2018-01-04,0.0028579487179487164,,,,,,
2018-01-05,0.010760386473429955,,,,,,
2018-01-06,0.05403661971830986,,,,,,
2018-01-07,0.007213924050632916,,,,,,
2018-01-08,-0.03815705128205128,,,,,,
2018-01-09,0.03156914285714286,,,,,,
2018-01-10,-0.02284777777777778,,,,,,
2018-01-11,0.08192985781990521,,,,,,
2018-01-12,0.018581249999999997,,,,,,
2018-01-13,-0.08303452380952381,,,,,,
2018-01-14,0.04221973684210527,,,,,,
2018-01-15,0.026611864406779664,,,,,,
2018-01-16,-0.007522012578616353,,,,,,
2018-01-17,0.027995857988165687,,,,,,
2018-01-18,-0.011995909090909094,,,,,,
2018-01-19,0.021133809523809527,,,,,,
2018-01-20,-0.15415576923076924,,,,,,
2018-01-21,0.06788815789473684,,,,,,
2018-01-22,-0.012588414634146342,,,,,,
2018-01-23,0.0007121693121693133,,,,,,
2018-01-24,-0.0012936170212766007,,,,,,
2018-01-25,-0.021404545454545454,,,,,,
2018-01-26,0.016561860465116277,,,,,,
2018-01-27,-0.03391071428571428,,,,,,
2018-01-28,0.09780987654320988,,,,,,
2018-01-29,0.01619671052631579,,,,,,
2018-01-30,0.06647704081632654,,,,,,
2018-01-31,0.036198529411764706,,,,,,
2018-02-01,0.03686093023255814,,,,,,
2018-02-02,0.05752524752475247,,,,,,
2018-02-03,-0.05449340659340659,,,,,,
2018-02-04,0.030757377049180325,,,,,,
2018-02-05,-0.018145454545454544,,,,,,
2018-02-06,-0.04137582417582418,,,,,,
2018-02-07,0.015872105263157892,,,,,,
2018-02-08,0.02100372093023256,,,,,,
2018-02-09,0.02364841628959276,,,,,,
2018-02-10,-0.0619957264957265,,,,,,
2018-02-11,-0.01786547619047619,,,,,,
2018-02-12,0.04014142011834319,,,,,,
2018-02-13,0.0722484375,,,,,,
2018-02-14,0.06919589743589744,,,,,,
2018-02-15,-0.0032177272727272723,,,,,,
2018-02-16,0.03581751152073733,,,,,,
2018-02-17,-0.13959532710280373,,,,,,
2018-02-18,-0.1450775,,,,,,
2018-02-19,0.06008203125,,,,,,
2018-02-20,-0.007986096256684491,,,,,,
2018-02-21,0.047857000000000004,,,,,,
2018-02-22,0.012119095477386934,,,,,,
2018-02-23,0.01136344537815126,,,,,,
2018-02-24,-0.032986666666666664,,,,,,
2018-02-25,0.015284722222222226,,,,,,
2018-02-26,0.08046139240506328,,,,,,
2018-02-27,0.07758411764705882,,,,,,
2018-02-28,0.008402072538860102,,,,,,
2018-03-01,0.01324037558685446,,,,,,
2018-03-02,-0.007384931506849317,,,,,,
2018-03-03,-0.07725699999999999,,,,,,
2018-03-04,0.0521625,,,,,,
2018-03-05,0.04629080459770115,,,,,,
2018-03-06,0.0025058479532163703,,,,,,
2018-03-07,0.05027894736842105,,,,,,
2018-03-08,0.006518396226415096,,,,,,
2018-03-09,-0.001696,,,,,,
2018-03-10,-0.03418375,,,,,,
2018-03-11,-0.03331978021978022,,,,,,
2018-03-12,-0.07157730061349693,,,,,,
2018-03-13,0.02583155080213903,,,,,,
2018-03-14,-0.08197524752475248,,,,,,
2018-03-15,0.025035682819383263,,,,,,
2018-03-16,-0.019157727272727274,,,,,,
2018-03-17,0.011301075268817205,,,,,,
2018-03-18,0.04357530864197531,,,,,,
2018-03-19,-0.0948329192546584,,,,,,
2018-03-20,-0.04984371859296482,,,,,,
2018-03-21,0.058990109890109894,,,,,,
2018-03-22,0.0013204444444444461,,,,,,
2018-03-23,0.001730303030303031,,,,,,
2018-03-24,-0.035040243902439025,,,,,,
2018-03-25,-0.03604698795180723,,,,,,
2018-03-26,-0.00876644736842105,,,,,,
2018-03-27,-0.060455056179775285,,,,,,
2018-03-28,-0.011962755102040817,,,,,,
2018-03-29,0.08142901554404144,,,,,,
2018-03-30,-0.03996358974358974,,,,,,
2018-03-31,-0.045034177215189874,,,,,,
2018-04-01,-0.04605125,,,,,,
2018-04-02,-0.039807741935483865,,,,,,
2018-04-03,0.022795652173913043,,,,,,
2018-04-04,-0.03691129032258064,,,,,,
2018-04-05,-0.007943720930232557,,,,,,
2018-04-06,0.008971038251366121,,,,,,
2018-04-07,-0.08223571428571429,,,,,,
2018-04-08,-0.03310348837209302,,,,,,
2018-04-09,-0.004381325301204821,,,,,,
2018-04-10,0.0028915151515151506,,,,,,
2018-04-11,0.02576417910447761,,,,,,
2018-04-12,-0.003112735849056605,,,,,,
2018-04-13,-0.01027251184834123,,,,,,
2018-04-14,-0.0953448275862069,,,,,,
2018-04-15,0.05521066666666667,,,,,,
2018-04-16,-0.039703225806451616,,,,,,
2018-04-17,-0.010210880829015546,,,,,,
2018-04-18,0.02504030612244898,,,,,,
2018-04-19,0.010036945812807884,,,,,,
2018-04-20,0.04088844221105528,,,,,,
2018-04-21,-0.014214285714285714,,,,,,
2018-04-22,-0.11448636363636364,,,,,,
2018-04-23,-0.04463986013986014,,,,,,
2018-04-24,0.0411233918128655,,,,,,
2018-04-25,-0.01776785714285714,,,,,,
2018-04-26,0.007587200000000001,,,,,,
2018-04-27,0.041312371134020615,,,,,,
2018-04-28,-0.059373076923076924,,,,,,
2018-04-29,-0.005365853658536584,,,,,,
2018-04-30,-7.484662576686837e-05,,,,,,
2018-05-01,0.055601197604790424,,,,,,
2018-05-02,-0.014648469387755101,,,,,,
2018-05-03,-0.0024866071428571433,,,,,,
2018-05-04,0.002814814814814812,,,,,,
2018-05-05,-0.02816315789473685,,,,,,
2018-05-06,-0.028537864077669898,,,,,,
2018-05-07,-0.018793877551020403,,,,,,
2018-05-08,0.04711413612565445,,,,,,
2018-05-09,0.04342608695652173,,,,,,
2018-05-10,0.020953521126760563,,,,,,
2018-05-11,0.03537623762376237,,,,,,
2018-05-12,-0.02237738095238095,,,,,,
2018-05-13,0.03102021276595745,,,,,,
2018-05-14,0.012179113924050631,,,,,,
2018-05-15,0.00725854922279793,,,,,,
2018-05-16,0.02608118811881188,,,,,,
2018-05-17,0.019999122807017544,,,,,,
2018-05-18,-0.009348372093023255,,,,,,
2018-05-19,0.05268333333333333,,,,,,
2018-05-20,0.039773684210526315,,,,,,
2018-05-21,-0.006595512820512821,,,,,,
2018-05-22,-0.044465217391304344,,,,,,
2018-05-23,0.020218446601941744,,,,,,
2018-05-24,-0.0007172995780590714,,,,,,
2018-05-25,0.044478125,,,,,,
2018-05-26,-0.12532469135802468,,,,,,
2018-05-27,0.030806741573033713,,,,,,
2018-05-28,0.02203695652173913,,,,,,
2018-05-29,0.019622499999999998,,,,,,
2018-05-30,-0.07106294416243655,,,,,,
2018-05-31,0.023527433628318585,,,,,,
2018-06-01,0.09537786885245902,,,,,,
2018-06-02,0.04564939759036144,,,,,,
2018-06-03,-0.07177142857142857,,,,,,
2018-06-04,0.0128089552238806,,,,,,
2018-06-05,0.08838969072164948,,,,,,
2018-06-06,0.03887513227513228,,,,,,
2018-06-07,0.03960705394190872,,,,,,
2018-06-08,-0.007890338164251207,,,,,,
2018-06-09,0.11189500000000001,,,,,,
2018-06-10,0.054417204301075266,,,,,,
2018-06-11,0.03207076023391813,,,,,,
2018-06-12,0.058699492385786804,,,,,,
2018-06-13,-0.003648372093023254,,,,,,
2018-06-14,0.05591355140186916,,,,,,
2018-06-15,-0.0007357512953367894,,,,,,
2018-06-16,-0.09984666666666667,,,,,,
2018-06-17,0.05578363636363636,,,,,,
2018-06-18,0.00804658385093168,,,,,,
2018-06-19,0.013923560209424082,,,,,,
2018-06-20,0.020584771573604062,,,,,,
2018-06-21,0.038700000000000005,,,,,,
2018-06-22,0.036593689320388346,,,,,,
2018-06-23,0.026811458333333333,,,,,,
2018-06-24,0.018369565217391304,,,,,,
2018-06-25,0.018634285714285714,,,,,,
2018-06-26,0.015541104294478527,,,,,,
2018-06-27,0.003607589285714286,,,,,,
2018-06-28,0.08654045454545456,,,,,,
2018-06-29,0.06247777777777777,,,,,,
2018-06-30,-0.05390810810810811,,,,,,
2018-07-01,-0.032773333333333335,,,,,,
2018-07-02,0.023256962025316456,,,,,,
2018-07-03,0.09893035714285714,,,,,,
2018-07-04,0.008378260869565219,,,,,,
2018-07-05,-0.006093684210526313,,,,,,
2018-07-06,0.04107444444444445,,,,,,
2018-07-07,-0.03333428571428572,,,,,,
2018-07-08,0.024107499999999997,,,,,,
2018-07-09,0.03816066666666667,,,,,,
2018-07-10,0.07111411764705881,,,,,,
2018-07-11,0.05842486772486773,,,,,,
2018-07-12,-0.029481283422459894,,,,,,
2018-07-13,0.041625,,,,,,
2018-07-14,-0.006202352941176472,,,,,,
2018-07-15,0.00663409090909091,,,,,,
2018-07-16,-0.04821769230769231,,,,,,
2018-07-17,0.023170285714285716,,,,,,
2018-07-18,-0.0027339285714285738,,,,,,
2018-07-19,0.030614,,,,,,
2018-07-20,0.011633516483516484,,,,,,
2018-07-21,-0.05865316455696202,,,,,,
2018-07-22,0.005204705882352938,,,,,,
2018-07-23,-0.025415942028985505,,,,,,
2018-07-24,0.02887169811320755,,,,,,
2018-07-25,-0.04783444444444445,,,,,,
2018-07-26,-0.025018226600985224,,,,,,
2018-07-27,-0.017675977653631283,,,,,,
2018-07-28,-0.05696376811594203,,,,,,
2018-07-29,-0.011032098765432095,,,,,,
2018-07-30,-0.0019962406015037633,,,,,,
2018-07-31,0.02014662162162162,,,,,,
2018-08-01,-0.05240828402366864,,,,,,
2018-08-02,0.001946268656716417,,,,,,
2018-08-03,0.014745555555555552,,,,,,
2018-08-04,-0.0022382352941176455,,,,,,
2018-08-05,-0.004603296703296703,,,,,,
2018-08-06,-0.09392400000000001,,,,,,
2018-08-07,-0.022247619047619044,,,,,,
2018-08-08,0.07624734042553191,,,,,,
2018-08-09,0.000641489361702129,,,,,,
2018-08-10,-0.018943103448275867,,,,,,
2018-08-11,-0.047452631578947364,,,,,,
2018-08-12,-0.010377380952380957,,,,,,
2018-08-13,0.005319847328244272,,,,,,
2018-08-14,0.046731645569620256,,,,,,
2018-08-15,-0.08448430232558139,,,,,,
2018-08-16,0.10632459893048128,,,,,,
2018-08-17,-0.00037034883720930286,,,,,,
2018-08-18,-0.08527083333333334,,,,,,
2018-08-19,0.03180795454545454,,,,,,
2018-08-20,-0.01158046875,,,,,,
2018-08-21,-0.021985380116959063,,,,,,
2018-08-22,0.009139181286549707,,,,,,
2018-08-23,-0.012603703703703706,,,,,,
2018-08-24,0.04404419889502762,,,,,,
2018-08-25,-0.01655853658536585,,,,,,
2018-08-26,0.05162244897959184,,,,,,
2018-08-27,-0.012997402597402596,,,,,,
2018-08-28,-0.024562885572139304,,,,,,
2018-08-29,-0.021286708860759496,,,,,,
2018-08-30,0.0548625,,,,,,
2018-08-31,0.03484147727272727,,,,,,
2018-09-01,0.03609512195121951,,,,,,
2018-09-02,-0.01909166666666667,,,,,,
2018-09-03,-0.0012132530120481915,,,,,,
2018-09-04,-0.001179761904761907,,,,,,
2018-09-05,-0.02921567567567568,,,,,,
2018-09-06,-0.019075,,,,,,
2018-09-07,0.07161267605633803,,,,,,
2018-09-08,0.07737619047619047,,,,,,
2018-09-09,0.07856603773584905,,,,,,
2018-09-10,0.002891390728476821,,,,,,
2018-09-11,0.048703684210526316,,,,,,
2018-09-12,-0.01844175257731959,,,,,,
2018-09-13,-0.034810300429184544,,,,,,
2018-09-14,0.08485902439024391,,,,,,
2018-09-15,0.004330769230769227,,,,,,
2018-09-16,0.012119266055045872,,,,,,
2018-09-17,-0.024902824858757062,,,,,,
2018-09-18,0.08617307692307692,,,,,,
2018-09-19,0.02049347826086956,,,,,,
2018-09-20,-0.030295927601809956,,,,,,
2018-09-21,-0.070142,,,,,,
2018-09-22,-0.05579404761904762,,,,,,
2018-09-23,0.009571929824561405,,,,,,
2018-09-24,0.050986875,,,,,,
2018-09-25,-0.041953591160220995,,,,,,
2018-09-26,0.04121682242990654,,,,,,
2018-09-27,0.050170351758793974,,,,,,
2018-09-28,0.02904292682926829,,,,,,
2018-09-29,-0.007483333333333328,,,,,,
2018-09-30,0.057292857142857145,,,,,,
2018-10-01,-0.042341520467836256,,,,,,
2018-10-02,0.05740386740331492,,,,,,
2018-10-03,0.03203948717948718,,,,,,
2018-10-04,0.0948611111111111,,,,,,
2018-10-05,0.060884653465346536,,,,,,
2018-10-06,0.03177176470588236,,,,,,
2018-10-07,0.020826446280991735,,,,,,
2018-10-08,-0.01419928057553957,,,,,,
2018-10-09,0.12094679802955664,,,,,,
2018-10-10,-0.009402234636871504,,,,,,
2018-10-11,-0.004624434389140272,,,,,,
2018-10-12,-0.07633928571428572,,,,,,
2018-10-13,-0.11071851851851854,,,,,,
2018-10-14,0.0035339805825242766,,,,,,
2018-10-15,0.004807100591715975,,,,,,
2018-10-16,-0.024383168316831683,,,,,,
2018-10-17,0.025805208333333333,,,,,,
2018-10-18,0.042804,,,,,,
2018-10-19,0.022069014084507045,,,,,,
2018-10-20,-0.0351054347826087,,,,,,
2018-10-21,0.08109999999999999,,,,,,
2018-10-22,-0.11309805194805196,,,,,,
2018-10-23,0.005733879781420765,,,,,,
2018-10-24,-0.03604945652173913,,,,,,
2018-10-25,0.07159644444444445,,,,,,
2018-10-26,-0.02852409090909091,,,,,,
2018-10-27,-0.1601354430379747,,,,,,
2018-10-28,-0.0537909090909091,,,,,,
2018-10-29,-0.007813953488372095,,,,,,
2018-10-30,-0.051205031446540886,,,,,,
2018-10-31,-0.01683730569948187,,,,,,
2018-11-01,0.05282782258064516,,,,,,
2018-11-02,0.0654545045045045,,,,,,
2018-11-03,0.07079113924050633,,,,,,
2018-11-04,0.14790434782608697,,,,,,
2018-11-05,0.054057303370786514,,,,,,
2018-11-06,0.04775659574468086,,,,,,
2018-11-07,0.12795925925925924,,,,,,
2018-11-08,0.036534517766497465,,,,,,
2018-11-09,0.024890909090909092,,,,,,
2018-11-10,-0.029145977011494257,,,,,,
2018-11-11,0.003880232558139531,,,,,,
2018-11-12,0.012135606060606062,,,,,,
2018-11-13,-0.012323595505617978,,,,,,
2018-11-14,0.008029896907216491,,,,,,
2018-11-15,-0.012599999999999995,,,,,,
2018-11-16,0.009869417475728157,,,,,,
2018-11-17,0.05067272727272727,,,,,,
2018-11-18,-0.07192083333333334,,,,,,
2018-11-19,-0.023888387096774197,,,,,,
2018-11-20,0.030199484536082472,,,,,,
2018-11-21,0.03783979591836734,,,,,,
2018-11-22,-0.03170333333333333,,,,,,
2018-11-23,-0.0050519083969465675,,,,,,
2018-11-24,0.051675,,,,,,
2018-11-25,-0.02835,,,,,,
2018-11-26,0.058369503546099294,,,,,,
2018-11-27,0.0012136054421768739,,,,,,
2018-11-28,-0.012851041666666669,,,,,,
2018-11-29,0.03407511737089202,,,,,,
2018-11-30,0.01928382978723404,,,,,,
2018-12-01,0.0697956043956044,,,,,,
2018-12-02,0.040285,,,,,,
2018-12-03,-0.046136842105263164,,,,,,
2018-12-04,0.005285789473684211,,,,,,
2018-12-05,0.024725287356321846,,,,,,
2018-12-06,0.12003076923076923,,,,,,
2018-12-07,0.04698980582524272,,,,,,
2018-12-08,-0.028492592592592594,,,,,,
2018-12-09,-0.0214875,,,,,,
2018-12-10,0.028556410256410255,,,,,,
2018-12-11,0.025800549450549454,,,,,,
2018-12-12,0.040521637426900584,,,,,,
2018-12-13,0.015022123893805308,,,,,,
2018-12-14,-0.013871348314606742,,,,,,
2018-12-15,0.08811066666666667,,,,,,
2018-12-16,0.08870277777777777,,,,,,
2018-12-17,0.00988444444444444,,,,,,
2018-12-18,0.021055555555555553,,,,,,
2018-12-19,0.033752879581151835,,,,,,
2018-12-20,0.05279802955665024,,,,,,
2018-12-21,0.01604466019417476,,,,,,
2018-12-22,-0.08197391304347826,,,,,,
2018-12-23,0.03875571428571429,,,,,,
2018-12-24,-0.053056862745098035,,,,,,
2018-12-25,0.033903278688524593,,,,,,
2018-12-26,0.10843963963963965,,,,,,
2018-12-27,0.10565853658536585,,,,,,
2018-12-28,0.029056818181818187,,,,,,
2018-12-29,-0.05487164179104478,,,,,,
2018-12-30,-0.004711594202898552,,,,,,
2018-12-31,0.018934166666666665,,,,,,
2019-01-01,-0.00882222222222222,,,,,,
2019-01-02,-0.030170992366412214,,,,,,
2019-01-03,-0.0057766871165644135,,,,,,
2019-01-04,0.04646610169491526,,,,,,
2019-01-05,-0.0408904255319149,,,,,,
2019-01-06,0.03636212121212121,,,,,,
2019-01-07,0.02553521126760563,,,,,,
2019-01-08,0.010545000000000002,,,,,,
2019-01-09,0.027733333333333336,,,,,,
2019-01-10,0.026640860215053762,,,,,,
2019-01-11,-0.001520197044334974,,,,,,
2019-01-12,-0.06751022727272728,,,,,,
2019-01-13,0.01667049180327869,,,,,,
2019-01-14,0.02301761006289308,,,,,,
2019-01-15,0.07381929824561403,,,,,,
2019-01-16,-0.015941566265060245,,,,,,
2019-01-17,-0.0027080357142857136,,,,,,
2019-01-18,0.032827461139896374,,,,,,
2019-01-19,-0.1213409638554217,,,,,,
2019-01-20,0.020136585365853665,,,,,,
2019-01-21,-0.016090476190476193,,,,,,
2019-01-22,-0.000489655172413794,,,,,,
2019-01-23,0.03127868852459016,,,,,,
2019-01-24,0.03659170984455958,,,,,,
2019-01-25,0.02370913705583756,,,,,,
2019-01-26,-0.08244074074074073,,,,,,
2019-01-27,0.04801369863013699,,,,,,
2019-01-28,0.05685185185185185,,,,,,
2019-01-29,-0.008524691358024687,,,,,,
2019-01-30,-0.04796666666666667,,,,,,
2019-01-31,0.08464647887323942,,,,,,
2019-02-01,0.030586,,,,,,
2019-02-02,-0.03821951219512196,,,,,,
2019-02-03,-0.018183333333333333,,,,,,
2019-02-04,-0.020229530201342282,,,,,,
2019-02-05,0.002913924050632909,,,,,,
2019-02-06,-0.0037709844559585515,,,,,,
2019-02-07,-0.018742583732057415,,,,,,
2019-02-08,-0.027499999999999997,,,,,,
2019-02-09,-0.03616144578313253,,,,,,
2019-02-10,0.043199999999999995,,,,,,
2019-02-11,-0.0011414285714285734,,,,,,
2019-02-12,0.04132081218274112,,,,,,
2019-02-13,0.018745918367346938,,,,,,
2019-02-14,0.037496313364055296,,,,,,
2019-02-15,-0.050159999999999996,,,,,,
2019-02-16,-0.020471875000000004,,,,,,
2019-02-17,-0.02727926829268292,,,,,,
2019-02-18,0.03906288659793815,,,,,,
