date,vader_SA_daily_average,textblob_SA_daily_average
2017-01-01,0.05236575342465753,0.14507645242078612
2017-01-02,-0.04773977272727273,0.0795781953736499
2017-01-03,0.038190540540540545,0.11550224721626233
2017-01-04,0.054095,0.1347694538369968
2017-01-05,0.06644812834224598,0.1218777125404799
2017-01-06,0.034963963963963965,0.11758097924764589
2017-01-07,0.013456976744186047,0.1013352132901551
2017-01-08,0.06533376623376624,0.1443154551076629
2017-01-09,0.046715675675675666,0.1048403892153892
2017-01-10,0.08588571428571427,0.12596828413682468
2017-01-11,0.055791509433962265,0.1272875288146514
2017-01-12,0.03917586206896552,0.12090978142455971
2017-01-13,0.08670869565217391,0.1161593603653281
2017-01-14,0.028709615384615382,0.12613066042753537
2017-01-15,0.09623552631578948,0.12341635140566058
2017-01-16,-0.009096124031007749,0.10480580035812592
2017-01-17,0.02694204545454545,0.1169388368797358
2017-01-18,0.05956801801801802,0.12058676276384606
2017-01-19,0.012604597701149427,0.12064534038532641
2017-01-20,0.06549045801526718,0.11696785250070416
2017-01-21,0.054016513761467884,0.11842205964027719
2017-01-22,-0.015275949367088608,0.11618365832692641
2017-01-23,0.011637714285714286,0.11363841409912835
2017-01-24,0.019428901734104043,0.10995257905229
2017-01-25,0.0036130841121495305,0.11928387753830008
2017-01-26,0.04560628019323672,0.1103346170688146
2017-01-27,0.02059106382978723,0.11762669117722306
2017-01-28,-0.016707207207207215,0.12043774293774293
2017-01-29,-0.1309513157894737,0.13567813815894952
2017-01-30,0.09114788732394366,0.15264102215236797
2017-01-31,0.03420735294117647,0.13368980969913213
2017-02-01,0.048137391304347826,0.12666598124324452
2017-02-02,0.027488841201716737,0.11947709390037713
2017-02-03,0.04850286885245902,0.14161019825217716
2017-02-04,0.027412621359223302,0.1358847912951588
2017-02-05,0.03817346938775509,0.09888495008392965
2017-02-06,0.08047869822485208,0.1225056763037532
2017-02-07,-0.02468435754189944,0.11863790160973584
2017-02-08,0.06816600985221676,0.13962708250027916
2017-02-09,-0.02232863636363636,0.11083549627790328
2017-02-10,0.08138033472803347,0.13727130213270378
2017-02-11,0.06650094339622642,0.13400534004233883
2017-02-12,0.1062590909090909,0.15553750778892822
2017-02-13,0.06271083743842365,0.12047611178113463
2017-02-14,0.0409045871559633,0.12362999269249265
2017-02-15,0.08220925925925926,0.12216531273095173
2017-02-16,0.0723139344262295,0.12013624417603239
2017-02-17,0.11608780487804879,0.13917142632284907
2017-02-18,0.020675,0.12113532647907645
2017-02-19,0.0105020202020202,0.11716906012991868
2017-02-20,0.005358015267175572,0.100547296391762
2017-02-21,0.003494179894179896,0.11652044506541859
2017-02-22,0.03937582417582418,0.11820627669288379
2017-02-23,0.059948803827751196,0.12430242487316988
2017-02-24,-0.01543032786885246,0.1265515942985438
2017-02-25,-0.01477232142857143,0.1059612598669518
2017-02-26,0.03168625,0.09991050948472821
2017-02-27,0.09348631578947368,0.12422734139642032
2017-02-28,0.029377248677248682,0.1026007476503508
2017-03-01,0.03333663793103448,0.11569980037921844
2017-03-02,0.0720467248908297,0.11955544993445281
2017-03-03,0.12987510917030567,0.14478778953942703
2017-03-04,0.05929809523809524,0.11656567242281524
2017-03-05,-2.6865671641796373e-05,0.11306478071403442
2017-03-06,0.03283060109289618,0.12354404599506079
2017-03-07,0.02974285714285714,0.10803838332938859
2017-03-08,0.05274619289340102,0.10661717885893009
2017-03-09,0.022813807531380754,0.12593842911311529
2017-03-10,0.02528073394495413,0.12170393834085672
2017-03-11,-0.02143333333333333,0.1167700670335474
2017-03-12,0.1818567901234568,0.12231210176426223
2017-03-13,0.07437326203208557,0.12674850797845447
2017-03-14,0.06426782178217823,0.11528265390314539
2017-03-15,0.0382953488372093,0.12062199734251225
2017-03-16,0.025228395061728397,0.11545233013146271
2017-03-17,0.05774244897959184,0.13279957856364558
2017-03-18,-0.03278867924528302,0.1023824158022271
2017-03-19,0.05294047619047619,0.11749656428227853
2017-03-20,0.022640697674418602,0.11919697616390929
2017-03-21,0.027754010695187167,0.10294691568087286
2017-03-22,0.002214285714285715,0.09843651643466912
2017-03-23,0.024160747663551405,0.11060952481788593
2017-03-24,-0.03943881856540085,0.11651140279557246
2017-03-25,-0.008026041666666662,0.10669662465235379
2017-03-26,0.03623974358974359,0.10955998399748396
2017-03-27,-0.028892638036809817,0.11276465907984311
2017-03-28,0.012741798941798943,0.09449012164122234
2017-03-29,0.06350784313725491,0.12840313675975437
2017-03-30,0.05298303571428571,0.12880373270790998
2017-03-31,0.016138938053097344,0.11960202264958898
2017-04-01,0.039782568807339456,0.08772887238483566
2017-04-02,0.05898271604938271,0.1300091219773759
2017-04-03,0.07209401197604791,0.09995467295670458
2017-04-04,-0.005106470588235295,0.12386475274453211
2017-04-05,0.03180717488789238,0.12028915495287208
2017-04-06,0.01826,0.11442300763801795
2017-04-07,-0.02202277580071174,0.11753870409373711
2017-04-08,0.0013820754716981128,0.11048911679689978
2017-04-09,0.03376233766233767,0.10369929973826075
2017-04-10,0.02154754098360656,0.1139513081695769
2017-04-11,-0.0825301204819277,0.11603589978342556
2017-04-12,-0.0031056410256410276,0.11066879454119712
2017-04-13,0.024613,0.12467893973420756
2017-04-14,0.047354455445544556,0.11933648645298378
2017-04-15,-0.010736734693877549,0.11481649608152887
2017-04-16,-0.047984285714285715,0.11248662646876931
2017-04-17,-0.015169333333333335,0.1263303020641909
2017-04-18,0.03365864197530864,0.12096607849088004
2017-04-19,0.09796212121212121,0.1223240896475925
2017-04-20,0.014514999999999998,0.11799560132728419
2017-04-21,-0.019871844660194173,0.13392899633884373
2017-04-22,-0.018664130434782603,0.10785623257867044
2017-04-23,0.07566835443037975,0.13517322410360383
2017-04-24,0.00508411764705882,0.09935689669807313
2017-04-25,0.049766120218579235,0.11294070505599582
2017-04-26,0.048036842105263156,0.11326953748006376
2017-04-27,0.019999539170506914,0.11939317449155333
2017-04-28,0.052131707317073166,0.12934858071661204
2017-04-29,-0.05631134020618557,0.09297082715553502
2017-04-30,0.011746153846153852,0.11736101164347915
2017-05-01,0.03603315217391304,0.11437468969737989
2017-05-02,0.037395721925133685,0.13118717895790086
2017-05-03,0.15255962441314552,0.11767670601003931
2017-05-04,0.030640291262135924,0.12373223537968679
2017-05-05,0.046501626016260164,0.1253364614251301
2017-05-06,0.010676086956521742,0.08416765787553829
2017-05-07,0.0018531645569620293,0.135195525064648
2017-05-08,0.027219277108433738,0.11425535552848372
2017-05-09,0.030146276595744682,0.12200920818037075
2017-05-10,-0.046946153846153846,0.10248762811262808
2017-05-11,0.11210833333333334,0.1274699091920559
2017-05-12,0.05437878787878788,0.11945620697869748
2017-05-13,0.017429347826086957,0.08921580746648679
2017-05-14,0.05356020408163265,0.1250754651307372
2017-05-15,-0.007727222222222222,0.10877274769616037
2017-05-16,-0.04888192090395481,0.1161504357877945
2017-05-17,-0.006929166666666669,0.12371375725397714
2017-05-18,-0.003828017241379312,0.11350867378037942
2017-05-19,0.014678008298755187,0.12024143083145747
2017-05-20,0.019516470588235295,0.12538397278103158
2017-05-21,0.05470322580645161,0.12534543796355457
2017-05-22,0.010766285714285713,0.10298396678151778
2017-05-23,0.015177717391304347,0.12823288531760965
2017-05-24,0.023473611111111112,0.10839289423924837
2017-05-25,0.04381635514018691,0.1311833668636906
2017-05-26,0.010160909090909089,0.11094404907662479
2017-05-27,-0.06221927710843374,0.09275340539647767
2017-05-28,0.03154141414141414,0.14413224667481517
2017-05-29,-0.020706930693069305,0.0910770498818589
2017-05-30,0.06712857142857144,0.1104387753909083
2017-05-31,0.02480372340425532,0.11869031628340136
2017-06-01,0.08900727272727271,0.09456194011465925
2017-06-02,0.13446015325670496,0.14250966558882538
2017-06-03,0.010877551020408164,0.09934151709024154
2017-06-04,-0.05092380952380953,0.12661770376614123
2017-06-05,0.027166875,0.1258956842732884
2017-06-06,-0.013363243243243244,0.12016981039481037
2017-06-07,0.06884675925925926,0.09589405341899025
2017-06-08,0.04428577405857741,0.11893555391388623
2017-06-09,0.07669051724137932,0.11635706703583085
2017-06-10,-0.08328761061946903,0.09802078459342468
2017-06-11,-0.04104952380952381,0.10195706154515674
2017-06-12,0.07576514285714286,0.12443975738924715
2017-06-13,0.002186082474226806,0.1252627883523502
2017-06-14,-0.04152433862433863,0.11613761885492797
2017-06-15,0.03345603864734299,0.1031485760914102
2017-06-16,0.04479063829787234,0.12021330949530036
2017-06-17,-0.041491509433962265,0.08122833228965301
2017-06-18,0.029370754716981137,0.1314734549480169
2017-06-19,-0.01429685534591195,0.11267566727472386
2017-06-20,-0.0036827956989247315,0.10914543878833954
2017-06-21,-0.01912464454976303,0.1352149181275648
2017-06-22,0.024542173913043475,0.11316779466507725
2017-06-23,-0.0055393939393939395,0.12213498113181165
2017-06-24,-0.08625222222222222,0.09903548814868256
2017-06-25,0.024338834951456313,0.12183779834872063
2017-06-26,0.09260981595092026,0.1299253837991787
2017-06-27,0.05789281767955801,0.13077387097760024
2017-06-28,0.025645355191256828,0.12239708593875256
2017-06-29,0.004395169082125607,0.11905196298985117
2017-06-30,0.08067809523809523,0.1277703357928118
2017-07-01,-0.021779999999999997,0.12381015152665868
2017-07-02,-0.006649999999999996,0.11216115619987897
2017-07-03,0.028865100671140936,0.12434855102640334
2017-07-04,-0.02272897196261682,0.12258006326055389
2017-07-05,0.0714764331210191,0.10250753240990576
2017-07-06,0.0692183962264151,0.12347829270077694
2017-07-07,0.04027305699481865,0.13640844074846664
2017-07-08,0.023015957446808507,0.1104921309271613
2017-07-09,0.028109,0.11258535353535348
2017-07-10,0.028180281690140845,0.09434166643076347
2017-07-11,-0.0046160427807486635,0.10806010296680653
2017-07-12,0.066146875,0.11815730252579208
2017-07-13,0.08143452914798206,0.10841975996516354
2017-07-14,0.08053720930232558,0.14386462435220737
2017-07-15,-0.08784578313253012,0.07832539030581198
2017-07-16,0.07737628865979382,0.1075900419263821
2017-07-17,-0.015059146341463417,0.10684389225716531
2017-07-18,-0.00889354838709677,0.09928007562180946
2017-07-19,0.03932970297029703,0.1099616641085877
2017-07-20,0.011387128712871288,0.10789468710901699
2017-07-21,0.02548612440191388,0.10656015797890368
2017-07-22,-0.012081052631578944,0.1378079194197615
2017-07-23,-0.03796741573033707,0.12961407560792257
2017-07-24,0.03823836477987421,0.09076299457588763
2017-07-25,0.02063967391304348,0.11667886033695425
2017-07-26,-0.015434946236559142,0.10220660328321617
2017-07-27,0.05093333333333334,0.11646098517749837
2017-07-28,0.07254809523809523,0.09703956614373278
2017-07-29,0.03356395348837209,0.11020276127834264
2017-07-30,0.08568333333333333,0.12662163415976657
2017-07-31,0.03699869281045751,0.10965812487258564
2017-08-01,0.002804191616766465,0.10523359463036801
2017-08-02,0.07327885714285715,0.128582457740672
2017-08-03,0.025242211055276388,0.11929845358371917
2017-08-04,0.09197259615384615,0.11520093392629448
2017-08-05,0.01981724137931034,0.0862590947792097
2017-08-06,-0.0015441176470588221,0.11968962143909621
2017-08-07,0.03190920245398773,0.0969449748201939
2017-08-08,0.014273584905660377,0.10743790711241495
2017-08-09,-0.025457058823529412,0.12210888117873407
2017-08-10,0.022833333333333337,0.1090305526778993
2017-08-11,0.014438578680203045,0.1272073991494767
2017-08-12,-0.0971625,0.1092298936333027
2017-08-13,-0.003332653061224492,0.11032415689941198
2017-08-14,-0.07569151515151515,0.10357525668975884
2017-08-15,-0.04949454545454545,0.09830160639916145
2017-08-16,-0.03310793650793651,0.11781455156678476
2017-08-17,-0.08800338983050847,0.1008650662980584
2017-08-18,0.022075348837209303,0.1286633351390826
2017-08-19,-0.07922278481012658,0.12631438533337266
2017-08-20,0.09039696969696971,0.13267366880687584
2017-08-21,-0.013428930817610063,0.09913303444749982
2017-08-22,-0.029753072625698325,0.09542107393065091
2017-08-23,0.03616011904761905,0.10888538674571835
2017-08-24,-0.03921625615763547,0.123750975682318
2017-08-25,0.03694619047619048,0.1113523465952037
2017-08-26,-0.053252325581395345,0.07800021878371821
2017-08-27,-0.11062553191489362,0.09525976657587595
2017-08-28,-0.006030519480519477,0.09256666393928682
2017-08-29,-0.022918954248366014,0.117372149349682
2017-08-30,-0.036889349112426036,0.11372404000151248
2017-08-31,0.0318455,0.11877373794635697
2017-09-01,0.08639035532994924,0.1352152004087283
2017-09-02,-0.07543820224719101,0.10308712458993355
2017-09-03,0.011089814814814815,0.11667549455247865
2017-09-04,-0.028197959183673463,0.13910032459352184
2017-09-05,0.017596363636363632,0.10517971562668531
2017-09-06,0.05634246575342466,0.1187452624747145
2017-09-07,0.09967488986784141,0.13838824476749267
2017-09-08,0.0024121951219512184,0.10719011922403461
2017-09-09,0.05468785046728972,0.13902916009224417
2017-09-10,0.010720967741935483,0.12525065119319148
2017-09-11,0.01913225806451613,0.12041803984545917
2017-09-12,0.046421608040201005,0.12095559079855558
2017-09-13,0.0018903553299492411,0.1154766220337286
2017-09-14,0.08002744186046512,0.13730992636777517
2017-09-15,0.038899111111111113,0.11849330915837407
2017-09-16,-0.00155862068965517,0.12655193316687566
2017-09-17,0.01896875,0.12002803671240769
2017-09-18,0.0179103825136612,0.12671021040989014
2017-09-19,-0.05423502824858757,0.11872761118876934
2017-09-20,0.06414942528735632,0.12427520411775678
2017-09-21,0.040953588516746416,0.12621603441441387
2017-09-22,-0.0045358078602620085,0.12127068090004767
2017-09-23,0.011921111111111106,0.11589034525145633
2017-09-24,-0.014467647058823528,0.10469452932688224
2017-09-25,-0.016462345679012346,0.10886792083088377
2017-09-26,-0.0019100000000000028,0.11971785997755606
2017-09-27,0.041104054054054054,0.13277786928084542
2017-09-28,0.028764220183486233,0.12902729650149372
2017-09-29,-0.017276106194690263,0.10066627612353675
2017-09-30,-0.020537037037037034,0.09324529836875514
2017-10-01,-0.0033008849557522113,0.12014228622082601
2017-10-02,-0.016805319148936168,0.12287392637143946
2017-10-03,0.028621649484536084,0.11999739897130357
2017-10-04,0.0370828125,0.14678665672081692
2017-10-05,0.04974059829059829,0.12645429575041395
2017-10-06,-0.011474439461883408,0.12963294267065884
2017-10-07,-0.17188977272727274,0.09249123501558563
2017-10-08,0.0012028846153846152,0.10969015359640356
2017-10-09,0.012269871794871795,0.12180209329911708
2017-10-10,0.015633333333333332,0.1136021808483652
2017-10-11,0.047897474747474744,0.11767607775688581
2017-10-12,0.145868,0.1408713894042465
2017-10-13,0.01699354838709678,0.1222309137741525
2017-10-14,0.002066666666666663,0.09970483778673432
2017-10-15,-0.02001515151515151,0.12394417448899768
2017-10-16,0.035417415730337076,0.10716286899222291
2017-10-17,-0.042083625730994154,0.10262407351150037
2017-10-18,0.062360126582278484,0.11514742372996588
2017-10-19,0.017179069767441858,0.09811140264773983
2017-10-20,0.037982211538461534,0.12237253755567859
2017-10-21,-0.04095365853658536,0.11204427127750295
2017-10-22,0.09813333333333335,0.1252126240762604
2017-10-23,-0.02600184049079754,0.11435586472416204
2017-10-24,0.07928324873096447,0.1344075549732275
2017-10-25,-0.0021894999999999987,0.1342469622887033
2017-10-26,0.0162457399103139,0.12979287733347628
2017-10-27,0.015786818181818183,0.11376737527279879
2017-10-28,-0.12421234567901233,0.09040553981912006
2017-10-29,0.02115529411764706,0.10863297035986108
2017-10-30,-0.12023056994818652,0.10076046331810577
2017-10-31,-0.0419320197044335,0.12096510004708452
2017-11-01,-0.021332142857142862,0.1085971108361323
2017-11-02,0.014488362068965517,0.13007442562426397
2017-11-03,0.031878969957081546,0.11961243214826137
2017-11-04,-0.11156179775280899,0.10483066833588499
2017-11-05,0.09306363636363636,0.10761805703048485
2017-11-06,-0.0045261146496815285,0.0953556821300224
2017-11-07,0.043530687830687836,0.11704283390177188
2017-11-08,0.032733027522935776,0.11938915965320779
2017-11-09,-0.020504784688995213,0.11001883392981875
2017-11-10,0.03348279069767442,0.14071430464453719
2017-11-11,-0.06131086956521739,0.12395328339171856
2017-11-12,0.006655263157894737,0.12698539198374723
2017-11-13,0.02425595238095238,0.12104724255021872
2017-11-14,0.025822222222222222,0.11924430646432407
2017-11-15,0.0088933014354067,0.1093745983991199
2017-11-16,0.05731447963800906,0.12622480009373965
2017-11-17,0.05232374429223744,0.14381791386357592
2017-11-18,-0.12495,0.11966986488145338
2017-11-19,0.02634814814814815,0.15546250200416864
2017-11-20,0.012108387096774193,0.11594173050451849
2017-11-21,-0.0407904255319149,0.11781562458424158
2017-11-22,0.0681925925925926,0.11938125171885296
2017-11-23,0.14385154639175257,0.14335693303927838
2017-11-24,0.056483200000000004,0.11266525596097021
2017-11-25,-0.11632352941176471,0.10958641032170441
2017-11-26,-0.006578082191780815,0.13134634340798723
2017-11-27,0.07434264705882353,0.12758704625498213
2017-11-28,-0.05786931818181818,0.1152240481661646
2017-11-29,0.06275625,0.11205765147757334
2017-11-30,0.008674999999999999,0.11074314027723116
2017-12-01,0.07640162601626016,0.14549764401942097
2017-12-02,-0.01829255319148936,0.0726940638656064
2017-12-03,0.018416666666666668,0.1376612096237096
2017-12-04,-0.04780481927710843,0.10815490135143746
2017-12-05,0.04655721649484536,0.1389593337204714
2017-12-06,0.09654837209302325,0.1563842544652345
2017-12-07,0.0039028436018957342,0.14420596309518108
2017-12-08,-0.02139144144144144,0.12506907448574112
2017-12-09,-0.03414105263157895,0.1286782298841509
2017-12-10,-0.06779759036144578,0.126059832765405
2017-12-11,-0.0034980132450331105,0.11557820126790874
2017-12-12,-0.08169597701149425,0.11786604585814352
2017-12-13,0.03355432692307692,0.1218601468262354
2017-12-14,0.07041435406698564,0.140880809116455
2017-12-15,0.02296969696969697,0.10719523768529447
2017-12-16,0.11491799999999999,0.12131362614237612
2017-12-17,0.010417105263157889,0.09998391033047985
2017-12-18,0.014056338028169016,0.11787111981654232
2017-12-19,0.042768421052631574,0.1371993415419167
2017-12-20,-0.022884408602150536,0.10646082884658149
2017-12-21,0.02223756345177665,0.12043425963422336
2017-12-22,0.0712520202020202,0.15129595221184813
2017-12-23,0.008849275362318842,0.12128814237962784
2017-12-24,-0.008754098360655745,0.11448595467330827
2017-12-25,-0.05302794117647059,0.12069450987465691
2017-12-26,0.0633206611570248,0.10856666921233032
2017-12-27,0.03154285714285714,0.10753779848880385
2017-12-28,0.07020537634408602,0.15752875534461552
2017-12-29,0.01682828947368421,0.11483085811909823
2017-12-30,0.0423948051948052,0.11731630076272931
2017-12-31,-0.06643064516129032,0.1181248254433738
2018-01-01,0.04362268041237114,0.13252667135270224
2018-01-02,-0.005152499999999998,0.10618389704589874
2018-01-03,-0.024384795321637422,0.1066277130868296
2018-01-04,0.0028579487179487164,0.11129812052425686
2018-01-05,0.010760386473429955,0.12573873003673727
2018-01-06,0.05403661971830986,0.12156934028412898
2018-01-07,0.007213924050632916,0.14420291190716963
2018-01-08,-0.03815705128205128,0.12089701202126794
2018-01-09,0.03156914285714286,0.10282119454619451
2018-01-10,-0.02284777777777778,0.10641357774170272
2018-01-11,0.08192985781990521,0.11763396347815777
2018-01-12,0.018581249999999997,0.1093449785168535
2018-01-13,-0.08303452380952381,0.11300552291623718
2018-01-14,0.04221973684210527,0.08628476415154043
2018-01-15,0.026611864406779664,0.13322217534505668
2018-01-16,-0.007522012578616353,0.10118041202250544
2018-01-17,0.027995857988165687,0.10687999494570005
2018-01-18,-0.011995909090909094,0.14221022180681267
2018-01-19,0.021133809523809527,0.12472803545660685
2018-01-20,-0.15415576923076924,0.12224057357985926
2018-01-21,0.06788815789473684,0.10718970604896354
2018-01-22,-0.012588414634146342,0.11001887890226303
2018-01-23,0.0007121693121693133,0.11649055573006817
2018-01-24,-0.0012936170212766007,0.12289355049993346
2018-01-25,-0.021404545454545454,0.12900188112219135
2018-01-26,0.016561860465116277,0.11761299863849695
2018-01-27,-0.03391071428571428,0.1012896493537727
2018-01-28,0.09780987654320988,0.1348459462348351
2018-01-29,0.01619671052631579,0.11090756687443715
2018-01-30,0.06647704081632654,0.12987578012905998
2018-01-31,0.036198529411764706,0.11083783105154776
2018-02-01,0.03686093023255814,0.12086932664944591
2018-02-02,0.05752524752475247,0.12543347021777004
2018-02-03,-0.05449340659340659,0.11334883304526158
2018-02-04,0.030757377049180325,0.13963006167582667
2018-02-05,-0.018145454545454544,0.12204793634277594
2018-02-06,-0.04137582417582418,0.11898940939649334
2018-02-07,0.015872105263157892,0.12246491465405936
2018-02-08,0.02100372093023256,0.12201159398003249
2018-02-09,0.02364841628959276,0.12207019594998647
2018-02-10,-0.0619957264957265,0.11507779830963588
2018-02-11,-0.01786547619047619,0.11517174954674952
2018-02-12,0.04014142011834319,0.10446647613680576
2018-02-13,0.0722484375,0.11557151287624684
2018-02-14,0.06919589743589744,0.12637148807982138
2018-02-15,-0.0032177272727272723,0.11986867169551826
2018-02-16,0.03581751152073733,0.10714861536952548
2018-02-17,-0.13959532710280373,0.09633068295251203
2018-02-18,-0.1450775,0.08077712767556514
2018-02-19,0.06008203125,0.10678791431632337
2018-02-20,-0.007986096256684491,0.10727377558355401
2018-02-21,0.047857000000000004,0.12386329885172144
2018-02-22,0.012119095477386934,0.12371050112081157
2018-02-23,0.01136344537815126,0.11049220767505578
2018-02-24,-0.032986666666666664,0.10382949977082627
2018-02-25,0.015284722222222226,0.11462251483084812
2018-02-26,0.08046139240506328,0.1309171880042133
2018-02-27,0.07758411764705882,0.11010720361376872
2018-02-28,0.008402072538860102,0.11629391484683858
2018-03-01,0.01324037558685446,0.12912090208431892
2018-03-02,-0.007384931506849317,0.11440270186645755
2018-03-03,-0.07725699999999999,0.1479892977392977
2018-03-04,0.0521625,0.15786260535550303
2018-03-05,0.04629080459770115,0.142939480227247
2018-03-06,0.0025058479532163703,0.10848558070576655
2018-03-07,0.05027894736842105,0.12155842117016925
2018-03-08,0.006518396226415096,0.11989713846039651
2018-03-09,-0.001696,0.12925113335738334
2018-03-10,-0.03418375,0.11994349747474745
2018-03-11,-0.03331978021978022,0.1193757261257261
2018-03-12,-0.07157730061349693,0.12778273958488678
2018-03-13,0.02583155080213903,0.10447432342455432
2018-03-14,-0.08197524752475248,0.12347551698197028
2018-03-15,0.025035682819383263,0.12108553809544996
2018-03-16,-0.019157727272727274,0.13510517495221225
2018-03-17,0.011301075268817205,0.13856684622909657
2018-03-18,0.04357530864197531,0.11989028379680933
2018-03-19,-0.0948329192546584,0.10698603156677688
2018-03-20,-0.04984371859296482,0.11486291932523085
2018-03-21,0.058990109890109894,0.12514563825724537
2018-03-22,0.0013204444444444461,0.12186752307069763
2018-03-23,0.001730303030303031,0.11555034621863625
2018-03-24,-0.035040243902439025,0.10783517154706174
2018-03-25,-0.03604698795180723,0.12799087816944957
2018-03-26,-0.00876644736842105,0.11665773973978073
2018-03-27,-0.060455056179775285,0.10058840679451632
2018-03-28,-0.011962755102040817,0.13038483412845656
2018-03-29,0.08142901554404144,0.12867358899256565
2018-03-30,-0.03996358974358974,0.1066016778635826
2018-03-31,-0.045034177215189874,0.13897419797736252
2018-04-01,-0.04605125,0.11885446815089669
