date,DJIA_percent_change,trends_bert_sum,trends_bert_mean,trends_vader_mean,trends_vader_sum,trends_textblob_mean,trends_textblob_sum,NYT_vader,NYT_textblob,NYT_flair,NYT_bert,whole_song_vader,song_mean_by_sentence_vader,song_mean_by_sentence_without_0_vader,whole_song_textblob,song_by_sentence_without_0_textblob,song_bert,song_flair,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,joy,love,nervousness,neutral,optimism,realization,remorse,sadness,surprise
2020-12-29,0.006376559,1.7766892313957214,0.0710675692558288,0.001936,0.0484,0.0,0.0,-0.004484034,0.065558723,-0.087504567,-0.087660472,0.392349,0.083143779,0.192784028,0.136762116,0.161981917,3.418643878,0.042619923,1.0,0.0,1.0,7.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,10.0,3.0,0.0,13.0,7.0,0.0,66.0,1.0,0.0,0.0,3.0,0.0
2021-01-05,0.029549196,-5.442646682262421,-0.2177058672904968,0.02206,0.5515,0.0614545454545454,1.5363636363636364,0.00939906,0.225581551,0.501907726,-0.493122586,0.320628283,0.054100228,0.116036809,0.103927621,0.120344099,3.124800988,-0.242575759,2.0,0.0,3.0,9.0,2.0,3.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,8.0,0.0,68.0,1.0,1.0,0.0,3.0,0.0
2021-01-12,-0.009207101,-5.114709734916687,-0.2045883893966674,0.0,0.0,0.0,0.0,-0.032203302,0.05412383,-0.282440942,-0.254631201,0.267491919,0.045116484,0.094239337,0.102100138,0.122441396,3.036285713,-0.322921189,2.0,1.0,5.0,10.0,2.0,3.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,70.0,2.0,1.0,0.0,4.0,1.0
2021-01-19,0.005894768,-10.450896978378296,-0.4180358791351318,-0.014448,-0.3612,-0.02,-0.5,-0.057354737,0.054454503,-0.054506334,-0.112923724,0.245525253,0.044337786,0.085788401,0.090078204,0.106251594,2.981108233,-0.424061898,1.0,2.0,4.0,11.0,2.0,3.0,2.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,74.0,1.0,1.0,0.0,3.0,1.0
2021-01-26,-0.0338316,-7.782973527908325,-0.311318941116333,0.008164,0.2041,-0.0012121212121212,-0.0303030303030303,0.032337234,0.098676236,-0.137628442,-0.006067991,0.249559596,0.044810563,0.08670618,0.096019724,0.11461206,2.989403732,-0.366468563,1.0,0.0,4.0,9.0,2.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,73.0,2.0,1.0,0.0,5.0,0.0
2021-02-02,0.037421697,-12.863636374473572,-0.5145454549789429,0.0136,0.34,0.0,0.0,0.00878877,0.078272525,-0.181488466,-0.193184673,0.263828283,0.042929734,0.084459187,0.094584815,0.113646219,2.980927629,-0.350785082,1.0,0.0,5.0,9.0,2.0,4.0,0.0,5.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,73.0,2.0,1.0,0.0,5.0,0.0
2021-02-09,0.00985937,-6.075418591499329,-0.2430167436599731,0.216808,5.4202,0.1066666666666666,2.6666666666666665,0.037435122,0.060133854,-0.01989284,-0.089856697,0.18550202,0.031580525,0.063896973,0.071682267,0.087655524,2.935692189,-0.404525011,1.0,1.0,4.0,10.0,2.0,4.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,74.0,2.0,1.0,0.0,5.0,0.0
2021-02-16,0.001140523,-2.641293525695801,-0.105651741027832,0.0162199999999999,0.4054999999999999,0.0427878787878787,1.0696969696969696,-0.032915244,0.05255957,-0.143882004,-0.180287198,0.214679798,0.033668666,0.070331891,0.090774265,0.110643897,2.946762449,-0.366157167,1.0,1.0,5.0,10.0,2.0,3.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,75.0,2.0,1.0,0.0,5.0,0.0
2021-02-23,-0.018167053,-6.518235146999359,-0.2607294058799743,0.040824,1.0206,-0.016,-0.4,-0.116994475,0.069225892,-0.061934203,-0.086556251,0.303023232,0.043004621,0.087396391,0.099439569,0.11898393,2.985634681,-0.320852443,1.0,1.0,6.0,11.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,73.0,2.0,1.0,0.0,8.0,0.0
2021-03-02,0.017904643,-8.709618210792542,-0.3958917368542064,0.0,0.0,0.0295454545454545,0.6499999999999999,-0.023742541,0.078071215,0.034761818,-0.037836145,0.282335354,0.038294313,0.082574909,0.102555579,0.123233205,2.96483739,-0.267283813,1.0,1.0,7.0,12.0,3.0,3.0,0.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,75.0,2.0,0.0,0.0,7.0,0.0
2021-03-09,0.039121208,-1.969072699546814,-0.0787629079818725,-0.019068,-0.4767,-0.016,-0.4,-0.026171429,0.061639201,-0.106979428,-0.099852221,0.257432323,0.037827482,0.074517594,0.095375521,0.108776568,2.965712962,-0.283860477,1.0,2.0,5.0,9.0,3.0,3.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,75.0,2.0,0.0,0.0,7.0,0.0
2021-03-16,-0.004617817,-6.713424205780029,-0.2685369682312011,0.019068,0.4767,0.0,0.0,-0.033152121,0.076540251,-0.022509146,-0.098679422,0.329773737,0.038649756,0.082101672,0.097047479,0.112669425,2.986659778,-0.233036932,1.0,3.0,5.0,11.0,3.0,3.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,76.0,1.0,0.0,0.0,8.0,0.0
2021-03-23,0.013452412,-8.252354681491852,-0.3300941872596741,-0.028432,-0.7108000000000001,0.0101212121212121,0.253030303030303,-0.016680628,0.08878876,-0.081411709,-0.111636791,0.352249495,0.039114888,0.083133653,0.094207609,0.107799363,2.994237737,-0.220122741,1.0,3.0,6.0,12.0,4.0,3.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,72.0,1.0,0.0,0.0,7.0,0.0
2021-03-30,0.005622115,-0.8390055298805237,-0.0399526442800249,0.0088380952380952,0.1856,0.0333333333333333,0.7,-0.003725767,0.071481199,0.018337439,-0.115171466,0.403749495,0.053363945,0.101967231,0.105453648,0.121057824,3.021188879,-0.209056432,1.0,1.0,5.0,11.0,5.0,3.0,2.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,69.0,1.0,0.0,0.0,9.0,0.0
2021-04-06,0.021529795,-3.785866558551788,-0.1514346623420715,0.04708,1.1769999999999996,0.078,1.9500000000000004,-0.001597537,0.063343776,-0.152017847,-0.194116806,0.302526263,0.039570036,0.078757607,0.07144137,0.084979801,2.985478724,-0.356485892,1.0,1.0,8.0,20.0,3.0,3.0,1.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,72.0,1.0,0.0,1.0,10.0,0.0
2021-04-13,0.011697724,3.18035101890564,0.1272140407562255,-0.036616,-0.9154,-0.0219999999999999,-0.5499999999999998,-0.093963043,0.076776892,-0.020178843,-0.079963134,0.298080808,0.041616922,0.084737249,0.076589806,0.085490416,2.979156789,-0.239287692,1.0,3.0,5.0,13.0,4.0,3.0,1.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0.0,71.0,1.0,0.0,0.0,10.0,0.0
2021-04-20,-0.004617035,-7.153089761734009,-0.2861235904693603,0.0062079999999999,0.1552,-0.0146666666666666,-0.3666666666666665,-0.001189189,0.054253268,0.019313233,-0.024270309,0.287607071,0.039486181,0.084099061,0.082131251,0.095858147,2.978577862,-0.281456457,2.0,4.0,6.0,14.0,4.0,2.0,1.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,69.0,1.0,0.0,0.0,13.0,0.0
2021-04-27,-0.004978325,-2.116308569908142,-0.0846523427963256,-0.0152719999999999,-0.3818,0.016,0.4,0.05694472,0.066160363,-0.232815693,-0.209514538,0.323770707,0.050190828,0.097538032,0.079264153,0.088736291,2.981088656,-0.30781635,1.0,2.0,5.0,11.0,4.0,3.0,1.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,11.0,0.0,72.0,1.0,0.0,0.0,10.0,0.0
2021-05-04,0.025962282,-0.1390901207923889,-0.0055636048316955,0.008228,0.2057,0.004,0.1,0.040637705,0.089507226,0.001376154,-0.051558621,0.308186,0.041578737,0.083148277,0.07731933,0.087311556,2.938172116,-0.308323401,1.0,4.0,5.0,14.0,4.0,2.0,1.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,73.0,1.0,0.0,0.0,9.0,1.0
2021-05-11,-0.01150685,-1.6860259771347046,-0.0674410390853881,0.043356,1.0839,0.096,2.4000000000000004,0.020000629,0.091910425,-0.157538691,-0.088666808,0.290192,0.043878561,0.086495867,0.076052798,0.092351009,2.939812909,-0.326177009,3.0,4.0,4.0,18.0,4.0,1.0,1.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,9.0,0.0,74.0,1.0,0.0,1.0,8.0,1.0
2021-05-18,-0.005095031,-3.001177966594696,-0.1200471186637878,-0.031396,-0.7848999999999999,0.016,0.3999999999999999,-0.071881319,0.069335607,-0.105978279,-0.214220927,0.296736,0.051374528,0.098123889,0.08282729,0.09879517,2.959067586,-0.285697861,2.0,4.0,3.0,16.0,3.0,1.0,1.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,11.0,0.0,74.0,2.0,0.0,0.0,10.0,1.0
2021-05-25,0.009314078,-1.4063898921012878,-0.0562555956840515,0.053812,1.3453,0.016,0.3999999999999999,0.055472327,0.088136461,-0.058910086,-0.031175189,0.284386,0.046866595,0.092215638,0.085352199,0.100520139,2.962222998,-0.388016816,2.0,4.0,1.0,16.0,3.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,10.0,1.0,75.0,2.0,0.0,0.0,10.0,1.0
2021-06-01,0.006529447,-6.244291067123413,-0.2497716426849365,0.0156399999999999,0.3909999999999999,0.0,0.0,0.033927211,0.102526388,0.075856075,0.085159792,0.285345,0.043950388,0.083894774,0.090760957,0.106503622,3.004559606,-0.398080166,2.0,3.0,1.0,15.0,3.0,1.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,12.0,1.0,71.0,2.0,0.0,1.0,10.0,1.0
2021-06-08,-0.008027645,-6.295504212379456,-0.2518201684951782,0.041228,1.0307,0.0139999999999999,0.35,0.030073684,0.093889165,-0.052142963,-0.066112201,0.309361,0.050989263,0.090317045,0.080121121,0.094230939,3.009300343,-0.332248477,2.0,4.0,1.0,14.0,3.0,1.0,3.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,12.0,1.0,73.0,2.0,0.0,1.0,10.0,1.0
2021-06-15,-0.035731966,0.591953694820404,0.0236781477928161,-0.012728,-0.3182,0.0,0.0,0.088827473,0.107962068,0.042950927,-0.018577423,0.201903,0.041113608,0.075150728,0.071343858,0.09316683,2.941117095,-0.39428144,1.0,4.0,4.0,22.0,3.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,1.0,72.0,2.0,0.0,1.0,9.0,1.0
2021-06-22,0.033216162,-0.722928524017334,-0.0289171409606933,0.068944,1.7235999999999998,0.0794545454545454,1.9863636363636363,-0.009751572,0.073489426,0.008891991,-0.026020673,0.18767,0.034260084,0.064097266,0.048285753,0.064798351,2.905228589,-0.394629966,1.0,2.0,2.0,18.0,2.0,0.0,4.0,1.0,3.0,7.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,8.0,1.0,74.0,1.0,0.0,1.0,8.0,1.0
2021-06-29,0.010133573,-4.183415949344635,-0.1673366379737854,-0.1033039999999999,-2.5826,0.008,0.2,-0.023797297,0.047789429,-0.097157388,-0.144706338,0.311398,0.053272556,0.095695496,0.064678023,0.083782731,2.974484675,-0.370591026,1.0,4.0,2.0,12.0,3.0,0.0,3.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,10.0,1.0,72.0,1.0,0.0,1.0,10.0,1.0
2021-07-06,0.002403488,-4.92629086971283,-0.1970516347885131,-0.044832,-1.1208000000000002,0.032,0.8,-0.063177778,0.086944936,0.061197429,-0.02028187,0.377295,0.049275915,0.090615051,0.061116768,0.078210707,2.991723165,-0.275132939,2.0,5.0,2.0,11.0,2.0,0.0,3.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,72.0,1.0,1.0,1.0,9.0,1.0
2021-07-13,-0.005255731,-2.0291998982429504,-0.081167995929718,0.0,0.0,-0.0066666666666666,-0.1666666666666666,-0.004230857,0.08594697,0.00239399,0.010027798,0.398378,0.053619744,0.099862165,0.056024182,0.070656555,3.027752667,-0.311813447,1.0,3.0,1.0,9.0,2.0,0.0,4.0,4.0,3.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0.0,71.0,1.0,1.0,1.0,11.0,1.0
2021-07-20,0.010658399,-4.654188930988312,-0.1861675572395324,0.010012,0.2503,0.0,0.0,0.038308824,0.067836543,-0.042820109,-0.05884085,0.346771,0.04644849,0.08552891,0.042717216,0.060537538,2.996160562,-0.285068099,1.0,4.0,3.0,13.0,2.0,0.0,4.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,70.0,1.0,2.0,1.0,9.0,1.0
2021-07-27,-0.00360894,-3.867874443531037,-0.1547149777412414,0.038136,0.9534,0.0273333333333333,0.6833333333333333,0.027165169,0.070641968,-0.178426429,-0.285340573,0.367111,0.049778481,0.097130364,0.055919468,0.074159987,2.998217989,-0.321712645,1.0,5.0,3.0,14.0,2.0,0.0,4.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,9.0,0.0,71.0,1.0,2.0,1.0,8.0,1.0
2021-08-03,0.007754943,-4.945254743099213,-0.1978101897239685,0.0,0.0,-0.024,-0.6000000000000001,0.015184956,0.089565235,-0.087071662,-0.067587391,0.38504,0.050493511,0.098913245,0.064424835,0.082618023,2.96546434,-0.281831419,1.0,5.0,3.0,13.0,2.0,0.0,3.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,69.0,1.0,2.0,1.0,8.0,1.0
2021-08-10,0.008640482,-5.060853362083435,-0.2024341344833374,-0.0940599999999999,-2.3515,0.0,0.0,-0.004041718,0.083598337,-0.118787921,-0.177307056,0.390437,0.047673587,0.098777626,0.059481101,0.07543104,2.968549575,-0.230329835,1.0,5.0,2.0,12.0,2.0,0.0,2.0,1.0,3.0,11.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,66.0,1.0,2.0,2.0,10.0,1.0
2021-08-17,-0.011255669,-10.531689941883087,-0.4212675976753235,0.0466119999999999,1.1653000000000002,-0.0139999999999999,-0.35,-0.060913014,0.055125511,-0.036656258,-0.171450377,0.354209,0.043506014,0.091178036,0.056129522,0.070470558,3.012075184,-0.202655907,1.0,5.0,2.0,9.0,2.0,0.0,2.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,72.0,1.0,2.0,1.0,8.0,1.0
2021-08-24,0.009468691,-1.083535134792328,-0.0433414053916931,0.022748,0.5687,0.068,1.7,-0.00132,0.075557243,-0.089461358,-0.173421524,0.398156,0.049410992,0.102472747,0.061503179,0.076208482,2.998455041,-0.235669948,1.0,6.0,4.0,9.0,2.0,0.0,2.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,0.0,72.0,1.0,2.0,1.0,8.0,1.0
2021-08-31,-0.002451576,-11.047750294208528,-0.441910011768341,0.01686,0.4215,0.0054545454545454,0.1363636363636363,-0.022636111,0.07443589,-0.119184182,-0.210465965,0.413511,0.051375529,0.106240229,0.062566873,0.074139405,2.996826685,-0.163907604,1.0,4.0,9.0,14.0,2.0,0.0,3.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,10.0,0.0,67.0,0.0,2.0,1.0,7.0,1.0
2021-09-07,-0.022000005,-5.473917722702026,-0.218956708908081,-0.006124,-0.1531,0.004,0.1,0.006382394,0.068685154,0.132780967,-0.006229598,0.467243,0.056125296,0.117310946,0.064368207,0.072972303,3.111694607,-0.208958458,1.0,4.0,3.0,8.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,8.0,0.0,74.0,1.0,2.0,1.0,4.0,1.0
2021-09-14,-0.000660404,-6.747749030590057,-0.2699099612236023,0.0074679999999999,0.1866999999999999,0.0,0.0,0.062839153,0.070470446,0.050798997,0.03940511,0.397953,0.048812752,0.098252509,0.066620344,0.07732238,3.054429826,-0.219491583,2.0,4.0,4.0,10.0,1.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,11.0,0.0,70.0,1.0,2.0,3.0,6.0,1.0
2021-09-21,0.00612449,-4.030363738536835,-0.2370802199139314,0.0,0.0,0.0147058823529411,0.25,0.031425444,0.081850496,-0.062176607,-0.01635415,0.40265,0.047899837,0.105380755,0.067749541,0.077720749,3.04145045,-0.210110133,2.0,2.0,5.0,10.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,0.0,73.0,0.0,2.0,3.0,5.0,1.0
2021-09-28,-0.013736925,2.7764585614204407,0.1110583424568176,-0.000948,-0.0237,-0.022,-0.55,0.027942405,0.054887028,-0.173664581,-0.17473209,0.375396,0.045437462,0.098688622,0.052684846,0.067664146,3.031839771,-0.203911667,2.0,2.0,6.0,11.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,12.0,1.0,69.0,0.0,2.0,3.0,6.0,1.0
2021-10-05,0.012081592,-9.396111249923706,-0.3758444499969482,0.0,0.0,-0.0208888888888888,-0.5222222222222224,0.003115698,0.062264154,-0.089036672,-0.167660379,0.21162,0.028960379,0.066734656,0.046725942,0.056471835,2.969758185,-0.30782386,1.0,2.0,5.0,14.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,70.0,0.0,2.0,5.0,9.0,1.0
2021-10-12,0.015540834,-10.682734608650208,-0.4273093843460083,-0.0616959999999999,-1.5423999999999998,0.0,0.0,0.007243902,0.086349338,-0.082832898,-0.027984856,0.290601,0.037412732,0.085860917,0.050777206,0.062714446,2.994575343,-0.189627981,1.0,2.0,4.0,11.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,72.0,0.0,2.0,4.0,7.0,1.0
2021-10-19,0.01071446,-4.920218825340271,-0.21392255762349,0.0567652173913043,1.3056,0.0,0.0,0.026316279,0.091382894,-0.079564886,-0.106796863,0.391059,0.051378237,0.11213004,0.058037428,0.07217188,3.042107907,-0.179825144,1.0,2.0,3.0,8.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,73.0,1.0,2.0,4.0,7.0,1.0
2021-10-26,0.00397939,-10.184513449668884,-0.4073805379867554,0.052092,1.3023,0.0,0.0,-0.042996053,0.054797055,-0.163630865,-0.09236582,0.31039,0.04010459,0.096415475,0.066823374,0.083670481,2.970277503,-0.207944245,1.0,2.0,4.0,11.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,73.0,1.0,2.0,3.0,7.0,1.0
2021-11-02,0.013994459,-9.551316380500792,-0.3820526552200317,0.023824,0.5956000000000001,-0.004,-0.1,0.020443192,0.071575252,-0.038895507,-0.042703353,0.338374,0.038441052,0.092752835,0.07184985,0.089497414,2.987256919,-0.265103496,1.0,3.0,4.0,10.0,1.0,0.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,76.0,1.0,2.0,2.0,7.0,1.0
2021-11-09,-0.006305763,0.7030496597290039,0.0281219863891601,0.045232,1.1308,0.0269090909090909,0.6727272727272727,-0.038868874,0.06830086,-0.094611928,-0.135704505,0.395672,0.042227135,0.100392634,0.078011863,0.095078068,3.011977443,-0.226188937,1.0,4.0,3.0,8.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,1.0,74.0,1.0,2.0,1.0,7.0,1.0
2021-11-16,-0.013997255,-0.6928019523620605,-0.0277120780944824,0.028432,0.7108000000000001,0.0,0.0,0.023755102,0.086261782,0.050183274,-0.013216906,0.314831,0.041537551,0.090310634,0.069166362,0.081290907,3.004250378,-0.377206842,1.0,4.0,6.0,14.0,0.0,0.0,1.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,68.0,1.0,2.0,1.0,8.0,1.0
2021-11-23,-0.020133332,-2.7357088923454285,-0.1094283556938171,0.0474599999999999,1.1865,0.0139999999999999,0.35,0.022770621,0.074481746,0.105060082,-0.034117288,0.521704,0.072142933,0.151105482,0.113483294,0.148733673,3.195218233,-0.112519524,2.0,2.0,5.0,8.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,13.0,0.0,61.0,1.0,3.0,1.0,13.0,1.0
2021-11-30,-0.009232483,-6.561406314373016,-0.2624562525749206,0.038148,0.9537,0.0221212121212121,0.5530303030303031,0.088106731,0.109305363,-0.067437492,-0.116493943,0.435526,0.061434417,0.123952199,0.100839052,0.120155562,3.17990912,-0.103853189,1.0,1.0,6.0,10.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,13.0,1.0,62.0,3.0,2.0,1.0,12.0,1.0
2021-12-07,0.038667548,-4.490720272064209,-0.1796288108825683,0.034428,0.8607,0.0103999999999999,0.2599999999999999,0.059150676,0.10391821,0.093199272,-0.067146516,0.47369,0.070763784,0.149600955,0.105725467,0.128668892,3.262689322,-0.051848572,2.0,1.0,5.0,11.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,8.0,9.0,0.0,63.0,2.0,2.0,1.0,8.0,1.0
2021-12-14,-0.017122649,-5.7395899295806885,-0.2295835971832275,0.035516,0.8878999999999999,-0.04,-1.0,0.048623529,0.076390851,-0.079048427,-0.108109556,0.453457,0.070148315,0.155486017,0.108748133,0.135205454,3.273415068,-0.094761177,2.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,8.0,9.0,0.0,63.0,1.0,2.0,1.0,8.0,1.0
2021-12-21,0.002893099,-8.71810632944107,-0.3487242531776428,-0.02544,-0.636,0.0104,0.26,0.041512977,0.07859102,-0.123149265,-0.165962136,0.444457,0.076948303,0.169940852,0.110891417,0.137866309,3.335991217,-0.080683307,2.0,3.0,6.0,13.0,0.0,0.0,1.0,1.0,10.0,4.0,0.0,1.0,0.0,5.0,3.0,0.0,9.0,10.0,0.0,56.0,1.0,2.0,1.0,8.0,0.0
2021-12-28,0.026772304,3.005734145641327,0.120229365825653,0.0297839999999999,0.7445999999999999,0.0,0.0,-0.046021875,0.088267911,-0.134867235,-0.108113407,0.489811,0.085185849,0.19118579,0.114858269,0.142026336,3.461090349,-0.030398108,2.0,1.0,4.0,13.0,0.0,1.0,1.0,1.0,10.0,4.0,0.0,1.0,0.0,7.0,2.0,0.0,12.0,9.0,0.0,57.0,2.0,2.0,1.0,8.0,0.0
